method,original_tokens,reduced_tokens,original_sentences,selected_sentences,candidate_sentences,reduction_pct,case_id,split
lexrank,28094,3498,1265,79,646,0.87548942834769,CJ-AL-0007,test
lexrank,26436,3500,1479,86,618,0.8676047813587532,CJ-AL-0020,test
lexrank,68998,3494,3638,65,650,0.9493608510391606,CJ-AR-0001,test
lexrank,71455,3497,5109,86,650,0.9510601077601287,CJ-AZ-0003,test
lexrank,15423,3499,934,92,523,0.7731310380600402,CJ-DC-0002,test
lexrank,18577,3496,1174,128,619,0.8118103030629273,CJ-GA-0015,test
lexrank,42367,3500,2731,90,643,0.9173885335284537,CJ-IL-0013,test
lexrank,7011,3493,354,119,219,0.5017829125659677,CJ-KS-0002,test
lexrank,10406,3495,593,89,311,0.6641360753411494,CJ-KY-0005,test
lexrank,33939,3494,2289,72,637,0.8970505907657856,CJ-LA-0009,test
lexrank,21875,3497,1478,103,624,0.8401371428571429,CJ-LA-0013,test
lexrank,283071,3498,22990,58,650,0.9876426762190404,CJ-MD-0001,test
lexrank,117705,3485,6104,50,650,0.9703920818996644,CJ-MD-0006,test
lexrank,90735,3491,4734,70,650,0.9615253209896952,CJ-MO-0005,test
lexrank,11613,3499,632,90,372,0.69869973305778,CJ-MO-0008,test
lexrank,89148,3500,7084,80,650,0.9607394445192264,CJ-MO-0018,test
lexrank,58147,3488,3520,67,640,0.9400141021892789,CJ-NJ-0003,test
lexrank,72052,3492,4550,79,650,0.9515350024981958,CJ-NY-0011,test
lexrank,58656,3498,2867,78,650,0.9403641571194763,CJ-OK-0006,test
lexrank,38379,3499,2126,96,632,0.9088303499309518,CJ-TN-0015,test
lexrank,724392,3499,26668,38,650,0.9951697423494461,CW-GA-0001,test
lexrank,430014,3499,17104,40,650,0.9918630556214448,CW-NJ-0002,test
lexrank,30717,3495,1546,75,635,0.886219357359117,CW-NY-0006,test
lexrank,24891,3497,1112,83,650,0.859507452492869,CW-SC-0001,test
lexrank,189978,3490,6812,41,650,0.9816294518312647,CW-SC-0002,test
lexrank,254817,3500,14286,46,650,0.9862646526723099,DR-CA-0033,test
lexrank,228660,3489,11974,46,650,0.9847415376541591,DR-CA-0040,test
lexrank,18319,3499,635,101,415,0.8089961242425896,DR-DC-0009,test
lexrank,85878,3498,4278,53,650,0.9592677985048558,DR-NY-0009,test
lexrank,11649,3498,820,106,388,0.6997167138810199,DR-NY-0017,test
lexrank,2357,2052,151,92,92,0.12940178192617735,ED-DC-0006,test
lexrank,5780,3500,298,113,206,0.39446366782006925,ED-DC-0007,test
lexrank,127373,3499,5084,46,650,0.9725294999725217,ED-LA-0003,test
lexrank,27524,3500,1246,71,622,0.8728382502543235,ED-MD-0002,test
lexrank,18391,3499,816,105,553,0.8097438964711,ED-MD-0004,test
lexrank,325446,3488,17743,43,650,0.9892824001524062,ED-MI-0001,test
lexrank,44456,3493,2596,95,650,0.921427928738528,ED-NY-0014,test
lexrank,14942,3498,1005,92,507,0.7658947932003748,ED-NY-0019,test
lexrank,94889,3499,4689,58,650,0.9631253359188104,ED-PA-0005,test
lexrank,208244,3499,13913,54,650,0.9831975951287912,ED-VA-0002,test
lexrank,5063,3497,279,126,184,0.3093027849101323,EE-CA-0087,test
lexrank,14071,3500,700,115,454,0.7512614597398906,EE-CA-0101,test
lexrank,6136,3498,309,126,202,0.4299217731421121,EE-CA-0161,test
lexrank,4978,3498,284,121,177,0.297308155885898,EE-CA-0222,test
lexrank,140439,3500,7588,59,650,0.9750781478079451,EE-CO-0063,test
lexrank,42487,3500,2877,93,637,0.9176218608044814,EE-CO-0069,test
lexrank,55542,3496,3070,67,650,0.9370566418206042,EE-DC-0033,test
lexrank,145206,3500,7800,56,650,0.9758963128245389,EE-DC-0051,test
lexrank,16795,3500,889,109,600,0.791604644239357,EE-FL-0162,test
lexrank,3880,2801,144,102,102,0.27809278350515465,EE-IL-0260,test
lexrank,4693,3497,270,134,187,0.2548476454293629,EE-IN-0131,test
lexrank,131486,3500,9559,58,650,0.9733811964771915,EE-KS-0026,test
lexrank,28334,3499,1976,113,624,0.876508788028517,EE-LA-0118,test
lexrank,111883,3499,5733,53,650,0.9687262586809435,EE-MD-0151,test
lexrank,65384,3500,3628,76,637,0.946470084424324,EE-MD-0153,test
lexrank,14168,3497,792,97,488,0.7531761716544325,EE-MO-0087,test
lexrank,11212,3500,639,85,345,0.6878344630752765,EE-NJ-0097,test
lexrank,13554,3499,959,157,565,0.7418474251143574,EE-NY-0293,test
lexrank,58550,3494,2981,63,640,0.9403245089666952,EE-NY-0298,test
lexrank,7399,3498,524,166,329,0.5272334099202596,EE-OH-0111,test
lexrank,47354,3499,3073,79,650,0.9261097267390295,EE-PA-0238,test
lexrank,11003,3500,715,111,381,0.6819049350177224,EE-TN-0103,test
lexrank,17669,3499,967,91,561,0.801969551191352,EE-TN-0145,test
lexrank,45656,3496,2469,75,635,0.9234273698966182,EJ-CA-0001,test
lexrank,234416,3499,13086,51,650,0.9850735444679544,EJ-DC-0001,test
lexrank,50546,3499,2914,71,647,0.930775926878487,FA-CA-0004,test
lexrank,102596,3477,5501,58,650,0.966109789855355,FA-DC-0001,test
lexrank,66912,3500,4069,64,641,0.9476924916307987,FA-DC-0004,test
lexrank,74942,3497,4464,67,644,0.9533372474713778,FA-DC-0005,test
lexrank,9244,3498,527,102,297,0.6215923842492428,FA-DC-0011,test
lexrank,12069,3500,821,115,426,0.7100008285690612,FA-DC-0012,test
lexrank,90784,3482,5961,58,650,0.9616452238279873,FA-IA-0001,test
lexrank,64078,3496,3807,69,650,0.9454414931801867,FA-IN-0002,test
lexrank,33309,3498,1947,93,637,0.8949833378366208,FA-MD-0001,test
lexrank,100662,3475,5888,55,650,0.9654785321173829,FA-OK-0005,test
lexrank,61249,3497,3752,69,641,0.942905190288821,FA-PA-0010,test
lexrank,98278,3499,6391,59,650,0.9643969148741326,FA-TN-0001,test
lexrank,15356,3500,891,117,534,0.7720760614743423,FA-TX-0006,test
lexrank,80163,3499,3853,58,645,0.9563514339533201,FH-AL-0008,test
lexrank,60420,3482,2623,63,637,0.9423700761337306,FH-CA-0015,test
lexrank,19285,3498,835,77,534,0.8186155042779362,FH-NY-0008,test
lexrank,59195,3495,3861,75,637,0.9409578511698623,FH-NY-0023,test
lexrank,6467,3500,281,110,205,0.45879078398020723,FH-TX-0009,test
lexrank,54397,3499,3009,69,637,0.9356765998124896,ID-WA-0003,test
lexrank,49569,3490,2174,53,643,0.9295930924569792,IM-AZ-0025,test
lexrank,7477,3500,414,136,272,0.5318978199812758,IM-CA-0119,test
lexrank,44113,3493,2478,67,650,0.9208169927232335,IM-CA-0123,test
lexrank,34358,3493,1847,75,650,0.8983351766691892,IM-CA-0150,test
lexrank,48747,3496,2502,54,637,0.9282827661189407,IM-CA-0165,test
lexrank,40774,3489,2189,65,637,0.914430764702997,IM-CA-0166,test
lexrank,20832,3499,1241,91,637,0.8320372503840245,IM-CA-0169,test
lexrank,15328,3497,996,130,597,0.7718554279749478,IM-CO-0011,test
lexrank,27916,3494,1540,91,624,0.8748388021206477,IM-CT-0005,test
lexrank,32131,3498,2225,82,635,0.891133173570695,IM-DC-0022,test
lexrank,4694,3500,315,140,184,0.2543672773753728,IM-DC-0028,test
lexrank,16341,3500,892,110,539,0.7858148216143443,IM-DC-0035,test
lexrank,5833,3498,362,134,228,0.4003085890622321,IM-DC-0055,test
lexrank,75067,3500,4569,56,650,0.953374985013388,IM-DC-0059,test
lexrank,100407,3496,5643,65,650,0.9651817104385152,IM-DC-0070,test
lexrank,183026,3490,12576,57,650,0.9809316709101439,IM-DC-0073,test
lexrank,51257,3495,2771,64,650,0.931814191232417,IM-DC-0079,test
lexrank,75517,3490,4078,56,650,0.9537852404094442,IM-DC-0080,test
lexrank,70321,3487,4581,59,650,0.9504131056156767,IM-DC-0087,test
lexrank,319144,3499,17932,47,650,0.9890362970947284,IM-FL-0029,test
lexrank,74508,3486,4200,60,650,0.9532130777903044,IM-MA-0015,test
lexrank,16530,3500,801,102,496,0.7882637628554143,IM-MA-0023,test
lexrank,82107,3497,4995,60,650,0.9574092342918387,IM-MD-0016,test
lexrank,37767,3497,2193,80,637,0.9074059363995022,IM-MS-0003,test
lexrank,70896,3490,4428,66,650,0.9507729632137215,IM-NJ-0006,test
lexrank,36541,3500,1715,98,637,0.9042171807011302,IM-NY-0050,test
lexrank,291791,3498,18159,47,650,0.9880119674698671,IM-NY-0055,test
lexrank,71213,3500,3869,77,640,0.9508516703410894,IM-NY-0065,test
lexrank,26159,3498,1399,86,632,0.8662792920218663,IM-NY-0079,test
lexrank,49708,3486,3079,72,637,0.9298704433893941,IM-TX-0032,test
lexrank,52852,3497,2945,66,646,0.9338341027775675,IM-TX-0038,test
lexrank,133476,3497,9010,113,650,0.9738005334292307,IM-TX-0043,test
lexrank,72016,3496,3926,59,647,0.9514552321706288,IM-UT-0002,test
lexrank,33101,3499,1750,101,649,0.8942932237696746,IM-VT-0002,test
lexrank,72358,3500,4035,73,650,0.9516293982697145,IM-WA-0044,test
lexrank,85982,3500,4007,65,650,0.9592938056802587,JC-CA-0069,test
lexrank,61745,3497,2811,60,642,0.9433638351283504,JC-CA-0132,test
lexrank,20419,3498,1228,114,615,0.8286889661589696,JC-CA-0133,test
lexrank,18972,3497,907,108,634,0.8156757326586549,JC-CA-0137,test
lexrank,176696,3500,8430,49,650,0.980191968126047,JC-CA-0143,test
lexrank,42283,3500,1917,62,649,0.9172244164321358,JC-DC-0014,test
lexrank,19913,3499,1058,101,647,0.8242856425450711,JC-FL-0019,test
lexrank,9949,3495,496,110,364,0.6487084129058196,JC-IL-0049,test
lexrank,36597,3494,2135,81,637,0.9045276935267919,JC-IN-0024,test
lexrank,331835,3499,18595,50,650,0.9894556029351937,JC-MD-0017,test
lexrank,33039,3500,1341,122,637,0.8940645903326372,JC-OK-0009,test
lexrank,162531,3497,9563,64,650,0.9784841045708204,JC-PA-0039,test
lexrank,109409,3488,5155,60,650,0.9681196245281467,JI-FL-0006,test
lexrank,20471,3495,1240,112,630,0.8292706755898588,JI-FL-0008,test
lexrank,21528,3500,901,98,624,0.837421033073207,JI-HI-0002,test
lexrank,57902,3497,3122,74,650,0.9396048495734172,MH-IL-0001,test
lexrank,178566,3500,8892,52,650,0.9803994041418859,MH-MA-0005,test
lexrank,57071,3500,2978,70,650,0.9386728811480437,MH-MS-0001,test
lexrank,5504,3499,279,138,218,0.36428052325581395,NS-CA-0028,test
lexrank,10372,3500,688,142,397,0.6625530273814115,NS-CT-0001,test
lexrank,69794,3499,3498,61,650,0.9498667507235579,NS-DC-0001,test
lexrank,24941,3495,1432,85,624,0.8598692915280061,NS-DC-0091,test
lexrank,41802,3498,2355,74,636,0.9163197933113248,NS-DC-0106,test
lexrank,28949,3500,1229,80,650,0.8790977235828525,NS-DC-0112,test
lexrank,46526,3495,3004,81,650,0.9248807118600353,NS-DC-0123,test
lexrank,17039,3494,1146,152,645,0.794941017665356,NS-DC-0144,test
lexrank,72469,3493,3933,59,650,0.9518000800342216,NS-IL-0002,test
lexrank,7390,3500,403,133,281,0.5263870094722598,NS-NY-0022,test
lexrank,18100,3500,725,88,531,0.8066298342541436,NS-NY-0026,test
lexrank,39241,3494,2031,63,626,0.9109604750133788,NS-UT-0002,test
lexrank,46417,3499,2988,72,650,0.9246181355968719,NS-VA-0007,test
lexrank,58841,3493,3648,66,650,0.9406366309206166,NS-WA-0003,test
lexrank,3838,3498,243,141,152,0.08858780614903594,PA-FL-0001,test
lexrank,23492,3497,1175,97,645,0.8511408138940916,PA-NC-0006,test
lexrank,28821,3497,1645,92,633,0.8786648624267027,PB-AR-0004,test
lexrank,73944,3488,3550,53,650,0.9528291680190415,PB-CA-0027,test
lexrank,107040,3499,5530,54,650,0.9673112855007474,PB-CA-0057,test
lexrank,45495,3492,3107,87,650,0.9232443125618199,PB-DC-0009,test
lexrank,8585,3497,636,122,295,0.5926616191030868,PB-DC-0012,test
lexrank,65757,3500,3855,65,650,0.9467737275118999,PB-DC-0013,test
lexrank,47782,3496,2379,68,637,0.9268343727763593,PB-FL-0006,test
lexrank,12132,3500,577,95,393,0.7115067589845038,PB-FL-0008,test
lexrank,55866,3500,3589,76,650,0.9373500877098773,PB-GA-0007,test
lexrank,61792,3492,3638,63,637,0.943487830139824,PB-MD-0004,test
lexrank,29676,3491,1580,82,624,0.8823628521364065,PB-MI-0005,test
lexrank,31313,3500,2137,91,649,0.8882253377191582,PB-OH-0011,test
lexrank,140078,3498,6770,52,650,0.9750281985750796,PB-OH-0013,test
lexrank,12023,3496,565,96,371,0.7092239873575646,PB-PA-0022,test
lexrank,35088,3500,2167,82,637,0.9002507979936161,PB-SD-0001,test
lexrank,404080,3475,22775,40,650,0.9914002177786577,PB-TX-0003,test
lexrank,80242,3485,5215,61,650,0.9565688791405997,PB-TX-0012,test
lexrank,141561,3499,8377,54,650,0.975282740302767,PC-CA-0056,test
lexrank,402744,3490,19102,41,650,0.991334445702481,PC-CA-0079,test
lexrank,40876,3496,2205,69,643,0.9144730404149134,PC-CT-0003,test
lexrank,24381,3500,1140,87,627,0.8564455928797015,PC-GA-0024,test
lexrank,57819,3499,4235,81,650,0.9394835607672218,PC-IL-0041,test
lexrank,47886,3492,2096,52,650,0.9270768074176169,PC-MA-0046,test
lexrank,165495,3497,8737,51,650,0.9788694522493127,PC-ME-0006,test
lexrank,57006,3498,3160,71,640,0.9386380381012525,PC-MI-0042,test
lexrank,19147,3494,1411,129,642,0.8175171045072335,PC-NC-0021,test
lexrank,12192,3497,964,140,496,0.7131725721784776,PC-NJ-0020,test
lexrank,1847,1492,41,29,29,0.19220357336220895,PC-NV-0016,test
lexrank,39788,3493,2021,80,637,0.9122097114707952,PC-OK-0004,test
lexrank,13545,3500,835,119,460,0.7416020671834626,PC-OK-0005,test
lexrank,45401,3496,2769,68,637,0.9229972908085725,PC-PA-0035,test
lexrank,81817,3497,5514,66,650,0.9572582715083662,PC-PA-0042,test
lexrank,18618,3500,1178,121,646,0.8120098829090128,PC-TX-0011,test
lexrank,74886,3497,4540,64,650,0.9533023529097562,PC-TX-0022,test
lexrank,39851,3500,1912,78,637,0.9121728438433163,PC-VA-0021,test
lexrank,27012,3493,1472,104,650,0.870687102028728,PC-VA-0024,test
lexrank,24431,3500,1292,97,620,0.8567393884818468,PC-VA-0025,test
lexrank,14669,3500,647,97,399,0.7614015952007636,PC-VA-0027,test
lexrank,21500,3497,1243,120,623,0.8373488372093023,PC-WA-0026,test
lexrank,19494,3494,923,100,632,0.8207653637016518,PC-WA-0028,test
lexrank,17223,3496,883,100,607,0.7970156186494803,PN-CA-0049,test
lexrank,28347,3499,1804,104,649,0.876565421384979,PN-CO-0005,test
lexrank,31237,3494,1645,84,624,0.8881454685149022,PN-DC-0008,test
lexrank,44459,3495,2271,82,637,0.921388245349648,PN-DC-0014,test
lexrank,120957,3487,5348,45,650,0.9711715733690485,PN-GA-0003,test
lexrank,237608,3471,10860,49,650,0.9853919059964311,PN-IL-0007,test
lexrank,9316,3496,687,138,387,0.6247316444826105,PN-IL-0013,test
lexrank,36975,3494,2551,88,650,0.9055037187288708,PN-KY-0001,test
lexrank,87059,3486,4634,60,650,0.9599581892739406,PN-MO-0003,test
lexrank,40441,3490,2535,86,637,0.9137014416062906,PN-NY-0054,test
lexrank,49905,3497,2367,88,643,0.9299268610359683,PN-OH-0004,test
lexrank,82216,3481,5645,63,650,0.9576603094288216,PN-OH-0010,test
lexrank,153497,3482,9499,55,650,0.9773155175671185,PN-OR-0003,test
lexrank,6992,3498,292,98,193,0.49971395881006864,PN-PA-0011,test
lexrank,48429,3499,2820,84,650,0.9277499019182721,PN-PA-0023,test
lexrank,75850,3499,5281,73,650,0.9538694792353329,PN-RI-0001,test
lexrank,143022,3492,6706,47,650,0.9755841758610564,PN-TN-0001,test
lexrank,922974,3494,35826,39,650,0.9962144112401866,PN-VI-0001,test
lexrank,47072,3500,1938,74,638,0.9256458191706323,PN-WA-0004,test
lexrank,66936,3499,3899,71,650,0.9477261862077209,PR-NV-0001,test
lexrank,49305,3494,2647,69,650,0.9291349761687455,PR-NY-0004,test
lexrank,63443,3493,3447,66,650,0.9449427044748829,PR-NY-0009,test
lexrank,30624,3498,1849,93,647,0.8857758620689655,PR-NY-0010,test
lexrank,79063,3496,4410,61,648,0.9557820978207252,PR-WA-0001,test
lexrank,42416,3494,1773,85,650,0.917625424368163,SD-LA-0013,test
lexrank,2395,1598,130,91,91,0.332776617954071,SD-LA-0049,test
lexrank,9629,3500,454,84,293,0.6365146951916087,VR-DC-1178,test
lexrank,71213,3500,4706,79,650,0.9508516703410894,VR-GA-0168,test
lexrank,153331,3496,7491,48,650,0.9771996530381984,VR-GA-0170,test
lexrank,304343,3499,17860,45,650,0.9885031034063541,VR-LA-0120,test
lexrank,286007,3486,19343,54,650,0.9878114871314339,VR-SC-0078,test
lexrank,324662,3478,15444,45,650,0.9892873203516273,CW-DC-0001,test
lexrank,32111,3495,2227,97,642,0.8911587929369997,DR-NY-0016,test
lexrank,30608,3491,1805,92,647,0.8859448510193414,DR-WV-0001,test
lexrank,57293,3499,3241,76,650,0.9389279667673188,ED-MI-0007,test
lexrank,67460,3500,5111,78,650,0.9481174029054255,ED-NC-0001,test
lexrank,38961,3498,1772,85,648,0.9102179102179102,ED-WI-0002,test
lexrank,230606,3497,12851,49,650,0.984835607052722,EE-DC-0043,test
lexrank,433276,3496,22209,73,650,0.9919312401333099,EE-KS-0025,test
lexrank,13372,3500,687,105,372,0.7382590487586,FA-DC-0010,test
lexrank,17398,3498,840,106,520,0.7989424071732383,FA-DC-0023,test
lexrank,87691,3500,4297,60,650,0.9600871241062366,FH-DC-0018,test
lexrank,28676,3500,1078,80,622,0.8779467150230158,FH-VA-0004,test
lexrank,34552,3496,1716,72,637,0.8988191711044223,ID-FL-0002,test
lexrank,25104,3499,1282,89,624,0.8606198215423837,IM-CA-0025,test
lexrank,90336,3498,5165,61,649,0.9612778958554729,IM-CA-0146,test
lexrank,29702,3500,1705,96,624,0.882162817318699,IM-DC-0023,test
lexrank,317798,3499,20454,46,650,0.9889898614843391,IM-DC-0071,test
lexrank,4371,3498,232,127,150,0.19972546328071383,IM-IL-0021,test
lexrank,9176,3499,424,119,318,0.6186791630340017,IM-MA-0018,test
lexrank,70817,3500,4318,67,650,0.9505768388946157,IM-MD-0010,test
lexrank,68771,3495,4432,67,650,0.9491791598202731,IM-NM-0002,test
lexrank,102070,3494,6637,63,650,0.9657685901832076,IM-OR-0010,test
lexrank,35409,3496,1475,75,637,0.9012680391990737,IM-WA-0036,test
lexrank,6418,3496,424,127,227,0.4552820193206606,JC-AR-0009,test
lexrank,123892,3500,5904,53,650,0.9717495883511446,JC-CA-0073,test
lexrank,85788,3490,4330,88,650,0.9593183195784958,JC-FL-0021,test
lexrank,23869,3497,1073,88,625,0.8534919770413507,JI-LA-0012,test
lexrank,155302,3476,8645,51,650,0.9776178027327401,NS-CA-0013,test
lexrank,4561,3498,260,156,167,0.2330629247971936,NS-NY-0014,test
lexrank,195994,3476,11049,47,650,0.9822647632070369,PB-DC-0004,test
lexrank,43997,3496,2351,73,637,0.9205400368206923,PB-LA-0003,test
lexrank,39148,3494,2303,80,637,0.910748952692347,PB-NE-0004,test
lexrank,35317,3497,1964,77,637,0.9009825296599372,PC-IL-0039,test
lexrank,42936,3499,2758,79,637,0.918506614495994,PC-IL-0044,test
lexrank,22481,3499,1254,92,637,0.8443574574084782,PC-IL-0045,test
lexrank,36599,3500,2586,87,632,0.9043689718298314,PC-MD-0013,test
lexrank,44736,3499,2737,67,650,0.9217855865522174,PC-NC-0017,test
lexrank,78136,3499,4331,79,650,0.9552191051499949,PC-NJ-0023,test
lexrank,51799,3500,3601,73,650,0.9324311280140544,PC-OR-0011,test
lexrank,37551,3494,2212,98,650,0.9069532103006578,PC-OR-0012,test
lexrank,13209,3500,773,137,508,0.7350291467938527,PC-PA-0031,test
lexrank,45067,3500,2656,67,637,0.9223378525306766,PC-PA-0037,test
lexrank,26743,3500,1739,132,627,0.8691246307444939,PC-PA-0039,test
lexrank,41102,3498,2397,76,638,0.9148946523283539,PC-VA-0015,test
lexrank,28702,3498,1642,90,637,0.8781269597937426,PN-CA-0053,test
lexrank,30764,3495,1687,75,626,0.8863931868417632,PN-IL-0026,test
lexrank,109831,3499,5276,55,650,0.9681419635622001,PN-NY-0012,test
lexrank,15011,3500,718,106,475,0.7668376523882486,PR-CA-0007,test
lexrank,5422,3500,229,100,130,0.3544817410549612,VR-DC-1174,test
lexrank,41375,3499,1980,90,649,0.9154320241691842,VR-FL-0171,test
lexrank,113306,3497,5648,52,650,0.969136674139057,CJ-AZ-0002,test
lexrank,37527,3499,2124,74,647,0.9067604657979588,CJ-MI-0006,test
lexrank,16090,3498,962,118,600,0.7825978868862647,CJ-NY-0015,test
lexrank,41276,3494,2154,76,629,0.9153503246438608,DR-CA-0061,test
lexrank,6010,3500,429,155,250,0.4176372712146422,DR-CO-0022,test
lexrank,937809,3499,42050,40,650,0.9962689630831011,DR-KY-0001,test
lexrank,15194,3497,915,105,563,0.769843359220745,DR-PA-0008,test
lexrank,44569,3496,2856,78,650,0.9215598285804034,ED-AL-0001,test
lexrank,18716,3495,889,77,539,0.8132613806368882,ED-MS-0006,test
lexrank,58493,3488,3429,66,650,0.9403689330347221,EE-VA-0141,test
lexrank,23098,3500,886,76,599,0.8484717291540393,EE-WA-0105,test
lexrank,76111,3500,5038,73,650,0.954014531408075,FA-PA-0016,test
lexrank,13441,3500,709,100,408,0.7396027081318355,FH-MA-0007,test
lexrank,97731,3499,5051,62,650,0.9641976445549518,IM-CA-0075,test
lexrank,8725,3500,384,115,298,0.5988538681948424,IM-CA-0127,test
lexrank,25276,3498,1391,79,621,0.8616078493432505,IM-CA-0167,test
lexrank,24824,3499,1088,91,634,0.8590476957782791,IM-DC-0021,test
lexrank,20729,3500,1870,128,617,0.8311544213420812,IM-DC-0053,test
lexrank,28125,3494,1548,102,625,0.8757688888888889,IM-LA-0015,test
lexrank,24068,3497,1435,91,643,0.8547033405351504,IM-NY-0052,test
lexrank,31825,3493,1950,75,624,0.8902435192458759,IM-NY-0082,test
lexrank,71874,3494,4789,61,643,0.9513871497342572,JC-NY-0048,test
lexrank,182671,3490,12617,53,650,0.9808946138139059,JC-TN-0012,test
lexrank,54856,3499,2687,68,650,0.9362148169753537,JC-WA-0010,test
lexrank,11436,3500,687,96,340,0.6939489331934243,NS-DC-0090,test
lexrank,79077,3500,3965,61,640,0.9557393426660091,NS-MI-0002,test
lexrank,86631,3500,4596,59,650,0.9595987579503873,NS-OR-0002,test
lexrank,200180,3495,9519,47,650,0.9825407133579778,PB-FL-0017,test
lexrank,85326,3497,4081,63,650,0.9590160091882897,PB-NY-0003,test
lexrank,701470,3477,37998,38,650,0.9950432662836615,PB-NY-0013,test
lexrank,132534,3495,6816,60,650,0.9736294083027751,PB-OK-0001,test
lexrank,29409,3499,1662,104,628,0.8810228161447176,PC-AZ-0020,test
lexrank,55421,3500,3296,77,650,0.9368470435394526,PC-FL-0021,test
lexrank,26721,3493,1650,91,639,0.8692788443546274,PC-MO-0018,test
lexrank,22556,3500,1245,95,637,0.844830643731158,PC-WA-0032,test
lexrank,99458,3490,4486,57,650,0.964909811176577,PD-WA-0002,test
lexrank,107209,3499,6147,57,650,0.9673628146890653,PR-NY-0007,test
lexrank,204055,3482,10598,46,650,0.9829359731444953,SD-MI-0001,test
